details_competition_type;date;start_altitude;finish_altitude;lenght;vertical_drop;coursesetter;coursesetter_nat;number_of_gates;start_time;total_rank;bib;name;country;total_time;season;birthdate;age;gender;skis;boots;poles;run;rank;run_time;location;location_country;wpc;wpc_fake;total_wcp_nat_last
Slalom;2023-02-26;2113;1907;;206;Vuignier Julian;SUI;64.0;10:00;7.0;6.0;BRAATHEN Lucas;NOR;1:47.96;2022_2023;2000-04-19;22.0;Male;Atomic;Atomic;;1;21.0;53.39;PALISADES TAHOE;USA;36.0;10.0;4228.0
Super G;2021-12-29;1886;2145;2129.0;-259;Brunner Sepp;AUT;41.0;11:30;50.0;51.0;PHILP Trevor;CAN;1:31.82;2021_2022;1992-05-01;30.0;Male;Rossignol;Rossignol;;1;50.0;1:31.82;BORMIO;ITA;;;377.0
Giant Slalom;2021-01-09;1730;1310;;420;Lorenzi Roberto;ITA;53.0;13:30;18.0;8.0;BORGNAES Christian;AUT;2:21.85;2020_2021;1996-03-19;26.0;Male;Salomon;Salomon;;2;12.0;1:09.76;ADELBODEN;SUI;13.0;22.0;3879.0
Giant Slalom;2021-12-28;1008;680;;328;Simoncelli Daniele;ITA;42.0;10:00;;13.0;O BRIEN Nina;USA;;2021_2022;1997-11-29;25.0;Female;Rossignol;Rossignol;;1;33.0;1:05.22;LIENZ;AUT;;;2154.0
Giant Slalom;2022-01-25;1580;1206;;374;Haarala Janne;NOR;44.0;10:30;;37.0;TILLEY Alex;GBR;;2021_2022;;;;;;;1;63.0;;KRONPLATZ;ITA;;;0.0
Giant Slalom;2022-03-06;1920;1530;;390;Miniotti Pierre;SWE;48.0;10:00;11.0;14.0;TRUPPE Katharina;AUT;2:05.12;2021_2022;1996-01-15;27.0;Female;Fischer;Fischer;Leki;1;6.0;1:02.18;LENZERHEIDE;SUI;24.0;40.0;3953.0
Super G;2022-03-06;860;182;2405.0;678;Widauer Manfred;SUI;40.0;11:00;3.0;13.0;MAYER Matthias;AUT;1:26.03;2021_2022;1990-06-09;32.0;Male;Head;Head;Leki;1;3.0;1:26.03;KVITFJELL;NOR;60.0;60.0;5258.0
Giant Slalom;2021-03-13;1278;846;;432;Krug Helmut;SUI;49.0;12:30;14.0;20.0;NESTVOLD-HAUGEN Leif Kristian;NOR;2:14.71;2020_2021;1987-11-29;35.0;Male;Head;Head;;2;17.0;1:07.94;KRANJSKA GORA;SLO;18.0;14.0;4399.0
Giant Slalom;2021-12-19;1868;1420;;448;Page Kevin;FRA;53.0;13:30;;;RAUCHFUSS Julian;GER;;2021_2022;1994-09-02;28.0;Male;Rossignol;Rossignol;;2;55.0;;ALTA BADIA;ITA;;;1867.0
Giant Slalom;2023-03-11;1278;843;;435;Velez Romain;FRA;51.0;12:30;;;FELLER Manuel;AUT;;2022_2023;1992-10-13;30.0;Male;Atomic;Atomic;Leki;2;65.0;;KRANJSKA GORA;SLO;;;5682.0
Slalom;2020-12-29;1230;1020;;210;Wicki Denis;SUI;63.0;18:30;;;SAEFVENBERG Charlotta;SWE;;2020_2021;1994-10-07;28.0;Female;Rossignol;Rossignol;Leki;2;50.0;;SEMMERING;AUT;;;921.0
Giant Slalom;2021-10-24;3040;2670;;370;Brunner Bernd;GER;48.0;10:00;;44.0;HAUGAN Timon;NOR;;2020_2021;1996-12-27;26.0;Male;Van Deer;;;1;97.0;1:07.05;SOELDEN;AUT;;;4399.0
Slalom;2022-12-11;2250;2044;;206;Day Mike;USA;67.0;13:30;;;GRITSCH Franziska;AUT;;2022_2023;1997-03-15;25.0;Female;Head;Head;Leki;2;41.0;;SESTRIERE;ITA;;;4985.0
Super G;2020-12-12;2297;1810;1892.0;487;Anderson Peter;NOR;31.0;10:30;48.0;49.0;SEGER Riley;CAN;1:04.76;2020_2021;1997-04-21;25.0;Male;Rossignol;Rossignol;Leki;1;48.0;1:04.76;VAL D'ISERE;FRA;;;396.0
Super G;2023-03-16;2325;1725;2186.0;600;Knight Chris;NZL;44.0;10:00;4.0;7.0;SUTER Corinne;SUI;1:27.25;2022_2023;1994-09-28;28.0;Female;Head;Head;Leki;1;4.0;1:27.25;GRANDVALIRA SOLDEU - EL TARTER;AND;50.0;50.0;4705.0
Giant Slalom;2020-12-20;1868;1420;;448;Pircher Michael;AUT;55.0;13:30;4.0;28.0;ODERMATT Marco;SUI;2:27.47;2020_2021;1997-10-08;25.0;Male;Stoeckli;Salomon;Leki;2;13.0;1:13.80;ALTA BADIA;ITA;50.0;20.0;4979.0
Slalom;2022-01-25;958;744;;214;Thoule Nicolas;FRA;68.0;17:45;25.0;27.0;ROCHAT Marc;SUI;1:48.11;2021_2022;1992-12-18;30.0;Male;Nordica;Nordica;Leki;1;29.0;53.35;SCHLADMING;AUT;6.0;2.0;5329.0
Slalom;2021-12-22;1733;1550;;183;Joris Matteo;SUI;61.0;20:45;;;SZOLLOS Barnabas;ISR;;2021_2022;1998-12-13;24.0;Male;Kaestle;;;2;53.0;;MADONNA DI CAMPIGLIO;ITA;;;0.0
Slalom;2021-01-12;1160;960;;200;Thoma Christian;SWE;69.0;20:45;;;PETERLINI Martina;ITA;;2020_2021;;;;;;;2;31.0;;FLACHAU;AUT;;;0.0
Giant Slalom;2021-12-19;1868;1420;;448;Page Kevin;FRA;53.0;13:30;;;TUMLER Thomas;SUI;;2021_2022;1989-11-05;33.0;Male;Stoeckli;;;2;49.0;;ALTA BADIA;ITA;;;5329.0
Giant Slalom;2022-01-25;1580;1206;;374;Haarala Janne;NOR;44.0;10:30;;57.0;INSAM Vivien;ITA;;2021_2022;;;;;;;1;42.0;1:03.62;KRONPLATZ;ITA;;;0.0
Slalom;2021-01-30;1165;985;;180;Suman Marko;CRO;58.0;12:30;;;VERBEKE Tom;BEL;;2020_2021;;;;;;;2;53.0;;CHAMONIX;FRA;;;0.0
Giant Slalom;2023-01-07;1730;1310;;420;Komarov Sergey;CRO;56.0;10:30;18.0;20.0;FEURSTEIN Patrick;AUT;2:35.04;2022_2023;1996-12-01;26.0;Male;Head;Head;Leki;1;19.0;1:19.91;ADELBODEN;SUI;13.0;12.0;5682.0
Giant Slalom;2022-12-18;1868;1420;;448;Thoule Nicola;FRA;57.0;13:30;26.0;8.0;FEURSTEIN Patrick;AUT;2:40.63;2022_2023;1996-12-01;26.0;Male;Head;Head;Leki;2;27.0;1:18.92;ALTA BADIA;ITA;5.0;4.0;5682.0
Slalom;2023-01-04;942;735;;207;Meynet Thierry;SUI;67.0;18:45;18.0;3.0;KOLEGA Samuel;CRO;1:50.79;2022_2023;1999-01-15;24.0;Male;Rossignol;Rossignol;;2;7.0;53.99;GARMISCH-PARTENKIRCHEN;GER;13.0;36.0;455.0
Slalom;2022-12-29;1230;1020;;210;Dumoulin Pierre-luc;CAN;64.0;18:35;25.0;9.0;FILSER Andrea;GER;1:46.92;2022_2023;1993-03-25;29.0;Female;Voelkl;Dalbello;;2;26.0;53.94;SEMMERING;AUT;6.0;5.0;1071.0
Giant Slalom;2022-12-28;1335;1020;;315;Gamper Manuel;SWE;43.0;13:00;;;SCHEIB Julia;AUT;;2022_2023;1998-05-12;24.0;Female;Rossignol;Rossignol;;2;29.0;;SEMMERING;AUT;;2.0;4985.0
Giant Slalom;2021-03-07;1650;1250;;400;Poljsak Sergej;SLO;50.0;09:30;23.0;39.0;NORBYE Kaja;NOR;2:20.85;2020_2021;;;;;;;1;27.0;1:11.76;JASNA;SVK;8.0;4.0;0.0
Giant Slalom;2021-12-28;1008;680;;328;Poljsak Sergej;SLO;44.0;13:00;;26.0;ROBINSON Alice;NZL;;2021_2022;2001-12-01;21.0;Female;Salomon;Salomon;;2;42.0;;LIENZ;AUT;;;326.0
Slalom;2022-02-27;942;735;;207;Glasse Davies Tristan;GBR;69.0;12:30;;;KETTERER David;GER;;2021_2022;1993-06-22;29.0;Male;Atomic;Atomic;Leki;2;65.0;;GARMISCH-PARTENKIRCHEN;GER;;;1867.0
Slalom;2022-11-19;438;258;;180;Lenz Markus;GER;63.0;11:00;;38.0;LAPANJA Lila;USA;;2022_2023;1994-12-03;28.0;Female;Stoeckli;;;1;75.0;;LEVI;FIN;;;2268.0
Slalom;2021-01-16;1160;960;;200;Mithassel Christian;NOR;68.0;12:30;17.0;9.0;HADALIN Stefan;SLO;1:52.83;2020_2021;;;;;;;2;14.0;56.01;FLACHAU;AUT;14.0;18.0;0.0
Super G;2023-01-28;2210;1560;2200.0;650;Saioni Christophe;FRA;44.0;11:10;11.0;18.0;MURISIER Justin;SUI;1:26.62;2022_2023;1992-01-08;31.0;Male;Head;Head;;1;11.0;1:26.62;CORTINA D'AMPEZZO;ITA;24.0;24.0;5705.0
Slalom;2022-03-12;597;396;;201;Kueng Mirena;SUI;68.0;13:45;;;HURT A J;USA;;2021_2022;2000-12-05;22.0;Female;Head;Head;;2;46.0;;ARE;SWE;;;2154.0
Giant Slalom;2022-01-25;1580;1206;;374;Day Mike;USA;45.0;13:30;;;GHISALBERTI Ilaria;ITA;;2021_2022;;;;;;;2;41.0;;KRONPLATZ;ITA;;;0.0
Slalom;2023-02-26;2113;1907;;206;Vuignier Julian;SUI;64.0;10:00;14.0;12.0;JAKOBSEN Kristoffer;SWE;1:48.27;2022_2023;1994-09-09;28.0;Male;Fischer;Fischer;Leki;1;28.0;54.06;PALISADES TAHOE;USA;18.0;3.0;214.0
Slalom;2023-01-15;1475;1281;;194;Mitter Christian;NOR;60.0;13:15;;12.0;RITCHIE Benjamin;USA;;2022_2023;2000-09-05;22.0;Male;Dynastar;Lange;;2;51.0;;WENGEN;SUI;;;1376.0
Slalom;2022-01-11;936;748;;188;Salvadori Devid;ITA;54.0;18:00;4.0;16.0;MAIR Chiara;AUT;1:33.71;2021_2022;1996-08-31;26.0;Female;Voelkl;Dalbello;Leki;1;14.0;46.52;SCHLADMING;AUT;50.0;18.0;3953.0
Super G;2023-01-15;1955;1355;1875.0;600;Senigagliesi Alberto;FIS;39.0;11:15;;12.0;HUETTER Cornelia;AUT;;2022_2023;1992-10-29;30.0;Female;Head;Head;;1;0.0;;ST. ANTON;AUT;;;4985.0
Giant Slalom;2021-12-21;2175;1815;;360;Kornberger Stefan;AUT;47.0;10:00;;61.0;NUFER Priska;SUI;;2021_2022;1992-02-11;31.0;Female;Dynastar;Lange;;1;48.0;1:11.63;COURCHEVEL;FRA;;;4758.0
Super G;2021-12-17;2010;1410;2415.0;600;Evers Andreas;GER;42.0;11:45;40.0;37.0;PICCARD Roy;FRA;1:28.04;2021_2022;;;;;;;1;40.0;1:28.04;VAL GARDENA-GROEDEN;ITA;;;0.0
Slalom;2023-03-11;597;396;;201;Gemza Matej;SVK;66.0;13:30;17.0;18.0;TRUPPE Katharina;AUT;1:44.79;2022_2023;1996-01-15;27.0;Female;Fischer;Fischer;Leki;2;18.0;51.69;ARE;SWE;14.0;13.0;4985.0
Giant Slalom;2021-10-24;3040;2670;;370;Krug Helmuth;SUI;46.0;13:30;22.0;;PHILP Trevor;CAN;2:07.66;2021_2022;1992-05-01;30.0;Male;Rossignol;Rossignol;;2;43.0;1:02.34;SOELDEN;AUT;9.0;;377.0
Slalom;2022-01-25;958;744;;214;Thoule Nicolas;FRA;68.0;17:45;;33.0;RODES Istok;CRO;;2021_2022;1996-01-27;27.0;Male;VOELKL;Dalbello;;1;38.0;54.39;SCHLADMING;AUT;;;841.0
Slalom;2021-01-06;988;768;;220;Theolier Jacques;ITA;76.0;12:15;28.0;17.0;JAKOBSEN Kristoffer;SWE;2:12.99;2020_2021;1994-09-09;28.0;Male;Fischer;Fischer;Leki;1;10.0;1:00.64;ZAGREB;CRO;3.0;26.0;553.0
Giant Slalom;2022-12-10;2300;1850;;450;Krug Helmut;SUI;47.0;09:30;8.0;19.0;SCHWARZ Marco;AUT;2:06.25;2022_2023;1995-08-16;27.0;Male;Atomic;Atomic;;1;10.0;1:03.74;VAL D'ISERE;FRA;32.0;26.0;5682.0
Slalom;2021-01-03;988;768;;220;Huttegger Gerhard;AUT;70.0;16:00;;;TILLEY Alex;GBR;;2020_2021;;;;;;;2;38.0;;ZAGREB;CRO;;;0.0
Giant Slalom;2023-03-11;1278;843;;435;Velez Romain;FRA;51.0;12:30;;;CRAWFORD James;CAN;;2022_2023;1997-05-03;25.0;Male;Head;Head;;2;34.0;;KRANJSKA GORA;SLO;;;1184.0
Slalom;2023-01-04;942;735;;207;Schwarzacher Paul;AUT;67.0;15:40;;51.0;GINNIS AJ;GRE;;2022_2023;1994-11-17;28.0;Male;Fischer;Fischer;;1;47.0;58.21;GARMISCH-PARTENKIRCHEN;GER;;;0.0
Slalom;2023-01-04;950;768;;182;Kienzl Christoph;SUI;61.0;12:30;3.0;3.0;SWENN LARSSON Anna;SWE;1:37.63;2022_2023;1991-06-18;31.0;Female;Head;Head;Leki;1;3.0;49.16;ZAGREB;CRO;60.0;60.0;1171.0
Giant Slalom;2022-12-10;2300;1850;;450;Krug Helmut;SUI;47.0;09:30;;61.0;PARAND Loevan;FRA;;2022_2023;1999-06-15;23.0;Male;Fischer;Fischer;;1;44.0;1:06.80;VAL D'ISERE;FRA;;;2251.0
Slalom;2023-03-11;597;396;;201;Gemza Matej;SVK;66.0;13:30;;21.0;LAMURE Marie;FRA;;2022_2023;2001-07-14;21.0;Female;Rossignol;Rossignol;;2;51.0;;ARE;SWE;;;1943.0
Giant Slalom;2022-11-26;1066;782;;284;Simoncelli Daniele;ITA;35.0;10:00;26.0;29.0;ALPHAND Estelle;SWE;1:46.83;2022_2023;1995-04-23;27.0;Female;Head;Head;Leki;1;21.0;54.39;KILLINGTON;USA;5.0;10.0;1171.0
Super G;2023-01-29;2210;1560;2200.0;650;Nydegger Reto;SUI;44.0;10:15;;40.0;FRANZOSO Matteo;ITA;;2022_2023;;;;;;;1;0.0;;CORTINA D'AMPEZZO;ITA;;;0.0
Super G;2021-12-12;2490;2040;1791.0;450;Plankensteiner Hans Joerg;CAN;31.0;11:10;42.0;48.0;GROEBLI Nathalie;SUI;1:01.05;2021_2022;;;;;;;1;42.0;1:01.05;ST. MORITZ;SUI;;;0.0
Slalom;2021-03-12;597;396;;201;Lackie Jeff;USA;68.0;16:30;;;NORBYE Kaja;NOR;;2020_2021;;;;;;;2;41.0;;ARE;SWE;;;0.0
Giant Slalom;2020-10-18;3040;2670;;370;Perrin Frédéric;FRA;49.0;10:00;;28.0;SOLHEIM Fabian Wilkens;NOR;;2020_2021;1996-04-10;26.0;Male;Head;Head;;1;59.0;;SOELDEN;AUT;;;4399.0
Giant Slalom;2022-12-19;1868;1420;;448;Garner Ian;USA;55.0;13:30;1.0;30.0;ODERMATT Marco;SUI;2:38.27;2022_2023;1997-10-08;25.0;Male;Stoeckli;Salomon;Leki;2;21.0;1:18.23;ALTA BADIA;ITA;100.0;10.0;5705.0
Giant Slalom;2022-01-25;1580;1206;;374;Haarala Janne;NOR;44.0;10:30;;62.0;MIRADOLI Romane;FRA;;2021_2022;1994-03-10;28.0;Female;Dynastar;Lange;Leki;1;44.0;1:03.72;KRONPLATZ;ITA;;;850.0
Slalom;2022-12-11;2250;2044;;206;Harzl Georg;AUT;68.0;10:30;;53.0;O BRIEN Nina;USA;;2022_2023;1997-11-29;25.0;Female;Rossignol;Rossignol;;1;31.0;1:02.05;SESTRIERE;ITA;;;2268.0
Slalom;2021-01-12;1160;960;;200;Harzl Georg;GER;68.0;18:00;;58.0;SHKANOVA Maria;BLR;;2020_2021;;;;;;;1;62.0;;FLACHAU;AUT;;;0.0
Super G;2021-12-19;2408;1810;2035.0;598;Platzer Roland;SUI;40.0;11:00;10.0;10.0;MIRADOLI Romane;FRA;1:20.47;2021_2022;1994-03-10;28.0;Female;Dynastar;Lange;Leki;1;10.0;1:20.47;VAL D'ISERE;FRA;26.0;26.0;850.0
Giant Slalom;2022-12-18;1868;1420;;448;Brunner Bernd;GER;57.0;10:00;2.0;6.0;KRISTOFFERSEN Henrik;NOR;2:36.37;2022_2023;1994-07-02;28.0;Male;Van Deer;;;1;2.0;1:19.09;ALTA BADIA;ITA;80.0;80.0;4228.0
Giant Slalom;2021-01-16;1229;843;;386;Kornberger Stefan;AUT;44.0;11:00;;64.0;STUHEC Ilka;SLO;;2020_2021;1990-10-26;32.0;Female;Kaestle;;;1;37.0;1:08.57;KRANJSKA GORA;SLO;;;787.0
Giant Slalom;2021-01-08;1730;1310;;420;Munier Fabien;FRA;54.0;10:15;;51.0;ZAMPA Andreas;SVK;;2020_2021;1993-08-13;29.0;Male;Salomon;Salomon;;1;56.0;;ADELBODEN;SUI;;;26.0
Slalom;2021-12-12;2043;1845;;198;Masdal Ola;NOR;57.0;09:30;;58.0;DRILLER Garret;USA;;2021_2022;;;;;;;1;46.0;50.39;VAL D'ISERE;FRA;;;0.0
Slalom;2020-11-22;438;258;;180;Day Mike;USA;64.0;11:15;;39.0;DELLA MEA Lara;ITA;;2020_2021;1999-01-10;24.0;Female;Fischer;Fischer;;1;43.0;56.81;LEVI;FIN;;;4069.0
Slalom;2023-01-22;1004;811;;193;Joris Matteo;SUI;61.0;13:30;27.0;6.0;MAES Sam;BEL;1:53.92;2022_2023;1998-06-07;24.0;Male;Voelkl;Dalbello;;2;28.0;59.66;KITZBUEHEL;AUT;4.0;3.0;86.0
Giant Slalom;2021-10-24;3040;2670;;370;Krug Helmuth;SUI;46.0;13:30;;;POPOV Albert;BUL;;2021_2022;1997-08-08;25.0;Male;Head;Head;Leki;2;115.0;;SOELDEN;AUT;;;90.0
Slalom;2021-01-06;988;768;;220;Theolier Jacques;ITA;76.0;12:15;;22.0;HIRSCHBUEHL Christian;AUT;;2020_2021;;;;;;;1;53.0;;ZAGREB;CRO;;;0.0
Giant Slalom;2023-02-25;2304;1918;;386;Roten Joerg;NOR;50.0;13:45;13.0;1.0;BORSOTTI Giovanni;ITA;2:25.64;2022_2023;1990-12-18;32.0;Male;Rossignol;Rossignol;Leki;2;2.0;1:15.12;PALISADES TAHOE;USA;20.0;80.0;2600.0
Slalom;2021-12-29;880;680;;200;Prevuznak Andrej;CZE;61.0;13:00;;;CEDER Liv;SWE;;2021_2022;;;;;;;2;33.0;;LIENZ;AUT;;;0.0
Slalom;2023-01-08;1513;1302;;211;Deldio Simone;ITA;68.0;13:30;;;SALARICH Joaquim;ESP;;2022_2023;1994-01-02;29.0;Male;Rossignol;Rossignol;;2;29.0;;ADELBODEN;SUI;;2.0;158.0
Slalom;2021-01-30;1165;985;;180;Suman Marko;CRO;58.0;12:30;;;TREMMEL Anton;GER;;2020_2021;1994-11-26;28.0;Male;Nordica;Nordica;;2;68.0;;CHAMONIX;FRA;;;1700.0
Giant Slalom;2023-01-24;1580;1206;;374;Day Mike;USA;45.0;10:30;25.0;35.0;NYBERG Lisa;SWE;2:05.19;2022_2023;2002-08-08;20.0;Female;Fischer;Fischer;;1;23.0;1:01.82;KRONPLATZ;ITA;6.0;8.0;1171.0
Slalom;2021-01-31;1165;985;;180;Vuignier Julien;SUI;60.0;12:30;;;SALA Tommaso;ITA;;2020_2021;1995-09-06;27.0;Male;Dynastar;Lange;Leki;2;42.0;;CHAMONIX;FRA;;;2205.0
Giant Slalom;2021-10-24;3040;2670;;370;Krug Helmuth;SUI;46.0;13:30;17.0;;LUITZ Stefan;GER;2:07.29;2020_2021;1992-03-26;30.0;Male;Head;Head;Leki;2;35.0;1:02.11;SOELDEN;AUT;14.0;;1700.0
Giant Slalom;2020-12-07;2070;1730;;340;Rottensteiner Michael;NOR;46.0;13:00;6.0;17.0;DE ALIPRANDINI Luca;ITA;2:09.28;2020_2021;1990-09-01;32.0;Male;Salomon;Salomon;Leki;2;3.0;1:04.32;SANTA CATERINA;ITA;40.0;60.0;2205.0
Super G;2023-01-28;2210;1560;2200.0;650;Saioni Christophe;FRA;44.0;11:10;;17.0;GANONG Travis;USA;;2022_2023;1988-07-14;34.0;Male;Atomic;Atomic;Leki;1;0.0;;CORTINA D'AMPEZZO;ITA;;;1376.0
Giant Slalom;2023-01-07;1730;1310;;420;Komarov Sergey;CRO;56.0;10:30;27.0;23.0;FORD Tommy;USA;2:36.48;2022_2023;1989-03-20;33.0;Male;Head;Head;;1;30.0;1:20.85;ADELBODEN;SUI;4.0;1.0;1376.0
Giant Slalom;2020-12-05;2070;1730;;340;Suman Marko;CRO;48.0;10:30;19.0;15.0;LIGETY Ted;USA;2:17.62;2020_2021;;;;;;;1;17.0;1:06.48;SANTA CATERINA;ITA;12.0;14.0;0.0
Slalom;2021-03-14;1038;838;;200;Mithassel Christian;NOR;63.0;12:30;;;TREMMEL Anton;GER;;2020_2021;1994-11-26;28.0;Male;Nordica;Nordica;;2;39.0;;KRANJSKA GORA;SLO;;;1700.0
Giant Slalom;2021-12-28;1008;680;;328;Poljsak Sergej;SLO;44.0;13:00;6.0;23.0;BASSINO Marta;ITA;2:04.98;2021_2022;1996-02-27;27.0;Female;Salomon;Salomon;Leki;2;11.0;1:00.95;LIENZ;AUT;40.0;24.0;3799.0
Giant Slalom;2022-12-28;1335;1020;;315;Gemza Matej;SVK;44.0;10:00;15.0;17.0;HOLDENER Wendy;SUI;2:06.00;2022_2023;1993-05-12;29.0;Female;Head;Head;Leki;1;14.0;1:01.56;SEMMERING;AUT;16.0;18.0;4705.0
Giant Slalom;2021-01-16;1229;843;;386;Day Mike;USA;47.0;14:00;26.0;14.0;LIENSBERGER Katharina;AUT;2:17.91;2020_2021;1997-04-01;25.0;Female;Rossignol;Rossignol;Leki;2;27.0;1:11.06;KRANJSKA GORA;SLO;5.0;4.0;3815.0
Giant Slalom;2020-12-05;2070;1730;;340;Suman Marko;CRO;48.0;10:30;;62.0;VAN DEN BROECKE Dries;BEL;;2020_2021;1995-05-10;27.0;Male;Voelkl;Marker;;1;55.0;1:09.42;SANTA CATERINA;ITA;;;69.0
Super G;2021-12-17;2010;1410;2415.0;600;Evers Andreas;GER;42.0;11:45;46.0;39.0;BUZZI Emanuele;ITA;1:28.34;2021_2022;1994-10-27;28.0;Male;Fischer;Fischer;Leki;1;46.0;1:28.34;VAL GARDENA-GROEDEN;ITA;;;1936.0
Giant Slalom;2022-12-19;1868;1420;;448;Pozar Matjaz;SLO;56.0;10:00;;56.0;WALLACE Liam;CAN;;2022_2023;;;;;;;1;56.0;1:27.44;ALTA BADIA;ITA;;;0.0
Giant Slalom;2021-12-20;1868;1420;;448;Garner Ian;USA;54.0;10:00;;44.0;KATO Seigo;JPN;;2021_2022;;;;;;;1;40.0;1:15.68;ALTA BADIA;ITA;;;0.0
Slalom;2023-01-15;1475;1281;;194;Glasse-davies Tristan;GBR;65.0;10:15;16.0;40.0;SIMONET Sandro;SUI;1:55.28;2022_2023;1995-07-05;27.0;Male;Rossignol;Rossignol;;1;18.0;1:02.40;WENGEN;SUI;15.0;13.0;5705.0
Slalom;2020-12-21;1610;1420;;190;Meynet Thierry;SUI;64.0;13:00;;;DVORNIK Aljaz;SLO;;2020_2021;;;;;;;2;60.0;;ALTA BADIA;ITA;;;0.0
Giant Slalom;2023-03-11;1278;843;;435;Glebov Artem;NOR;51.0;09:30;;30.0;MAURBERGER Simon;ITA;;2022_2023;1995-02-20;28.0;Male;Atomic;Atomic;Leki;1;61.0;;KRANJSKA GORA;SLO;;;2600.0
Slalom;2023-01-10;1170;960;;210;Haarala Janne;NOR;68.0;20:45;9.0;2.0;AICHER Emma;GER;1:55.06;2022_2023;2003-11-13;19.0;Female;Head;Head;;2;18.0;56.94;FLACHAU;AUT;29.0;13.0;1071.0
Super G;2022-03-06;860;182;2405.0;678;Widauer Manfred;SUI;40.0;11:00;22.0;53.0;MARSAGLIA Matteo;ITA;1:27.35;2021_2022;1985-10-05;37.0;Male;Fischer;Fischer;;1;22.0;1:27.35;KVITFJELL;NOR;9.0;9.0;1936.0
Slalom;2020-11-21;438;258;;180;Plattner Roland;AUT;66.0;11:15;12.0;27.0;DUBOVSKA Martina;CZE;1:52.60;2020_2021;1992-02-27;31.0;Female;Kaestle;;Leki;1;13.0;55.71;LEVI;FIN;22.0;20.0;559.0
Slalom;2021-03-13;597;396;;201;Gemza Matej;SVK;70.0;10:30;6.0;14.0;LYSDAHL Kristin;NOR;1:50.20;2020_2021;1996-06-29;26.0;Female;Rossignol;Rossignol;;1;6.0;54.25;ARE;SWE;40.0;40.0;1245.0
Giant Slalom;2021-12-21;2175;1815;;360;Kornberger Stefan;AUT;47.0;10:00;20.0;46.0;LUCZAK Magdalena;POL;2:19.91;2021_2022;2001-12-31;21.0;Female;Atomic;Atomic;;1;28.0;1:09.74;COURCHEVEL;FRA;11.0;3.0;167.0
Giant Slalom;2021-01-16;1229;843;;386;Kornberger Stefan;AUT;44.0;11:00;;10.0;HOLDENER Wendy;SUI;;2020_2021;1993-05-12;29.0;Female;Head;Head;Leki;1;64.0;;KRANJSKA GORA;SLO;;;3753.0
Slalom;2023-01-28;944;757;;187;Joergen Nordlund;SWE;59.0;09:30;;36.0;ZIMMERMANN Zoe;USA;;2022_2023;2002-05-16;20.0;Female;Rossignol;Rossignol;;1;31.0;50.93;SPINDLERUV MLYN;CZE;;;2268.0
Slalom;2021-11-21;438;258;;180;Huttegger Gerhard;AUT;65.0;14:30;3.0;25.0;DUERR Lena;GER;1:46.00;2021_2022;1991-08-04;31.0;Female;Head;Head;Leki;2;2.0;53.20;LEVI;FIN;60.0;80.0;794.0
Slalom;2023-01-22;1004;811;;193;Joris Matteo;SUI;61.0;13:30;;;PINTURAULT Alexis;FRA;;2022_2023;1991-03-20;31.0;Male;Head;Head;Leki;2;70.0;;KITZBUEHEL;AUT;;;2251.0
Super G;2023-03-05;3058;2484;1860.0;574;Kucera John;CAN;37.0;10:00;5.0;4.0;MEILLARD Loic;SUI;1:07.31;2022_2023;1996-10-29;26.0;Male;Rossignol;Rossignol;Leki;1;5.0;1:07.31;ASPEN;USA;45.0;45.0;5705.0
Giant Slalom;2022-03-06;1920;1530;;390;Miniotti Pierre;SWE;48.0;10:00;26.0;32.0;HURT A J;USA;2:07.34;2021_2022;2000-12-05;22.0;Female;Head;Head;;1;27.0;1:04.42;LENZERHEIDE;SUI;5.0;4.0;2154.0
Giant Slalom;2022-03-11;796;396;;400;Rulfi Gianluca;ITA;54.0;18:00;;;DIREZ Clara;FRA;;2021_2022;1995-04-05;27.0;Female;Dynastar;Lange;Leki;2;31.0;;ARE;SWE;;;850.0
Giant Slalom;2023-03-12;1278;843;;435;Epstein Poul;SVK;53.0;09:30;;57.0;KATO Seigo;JPN;;2022_2023;;;;;;;1;56.0;;KRANJSKA GORA;SLO;;;0.0
Super G;2023-01-14;1835;1355;1775.0;480;Feltrin Giovanni;ITA;30.0;11:00;15.0;12.0;SUTER Corinne;SUI;1:01.71;2022_2023;1994-09-28;28.0;Female;Head;Head;Leki;1;15.0;1:01.71;ST. ANTON;AUT;16.0;16.0;4705.0
Slalom;2021-01-17;1160;960;;200;Joris Matteo;SUI;69.0;10:30;8.0;20.0;JAKOBSEN Kristoffer;SWE;1:47.62;2020_2021;1994-09-09;28.0;Male;Fischer;Fischer;Leki;1;12.0;54.52;FLACHAU;AUT;32.0;22.0;553.0
Super G;2022-03-05;2160;1560;1867.0;600;Pini Mauro;SVK;45.0;10:00;31.0;36.0;FERK SAIONI Marusa;SLO;1:25.04;2021_2022;1988-09-27;34.0;Female;Salomon;;Leki;1;31.0;1:25.04;LENZERHEIDE;SUI;;;943.0
Slalom;2020-12-22;1733;1550;;183;Del Dio Simone;FRA;61.0;20:45;12.0;10.0;GSTREIN Fabio;AUT;1:36.09;2020_2021;1997-06-14;25.0;Male;Atomic;Atomic;;2;4.0;47.05;MADONNA DI CAMPIGLIO;ITA;22.0;50.0;3879.0
